default,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_X2,EDUCATION_X1,EDUCATION_X2,EDUCATION_X3,EDUCATION_X4,EDUCATION_X5,EDUCATION_X6,MARRIAGE_X1,MARRIAGE_X2,MARRIAGE_X3
1,1e5,28,2,0,0,2,2,2,21117,22163,26789,26065,27615,28122,1400,5e3,0,2300,1100,1300,1,0,1,0,0,0,0,0,1,0
0,17e4,28,1,-1,-1,-1,-1,-1,0,1295,0,376,0,376,1295,0,376,0,376,0,1,1,0,0,0,0,0,1,0,0
0,9e4,28,0,0,0,2,2,2,38355,39413,41181,41701,44e3,45651,1700,2404,1500,3e3,2500,600,1,1,0,0,0,0,0,0,1,0
1,4e5,27,-2,-2,-2,-2,-2,-2,0,0,0,0,18014,0,0,0,0,18014,3710,0,1,1,0,0,0,0,0,0,1,0
0,23e4,27,0,0,0,2,0,0,79108,70757,76049,68989,54450,39862,3187,7100,0,2700,2e3,1572,1,1,0,0,0,0,0,0,1,0
0,26e4,28,0,0,0,0,0,0,207593,205105,209805,203532,199611,94363,7011,11932,4709,6087,0,1600,1,1,0,0,0,0,0,0,1,0
0,9e4,28,-1,-1,-1,-1,-1,-1,2943,906,669,0,400,182,906,669,0,400,182,5634,1,0,1,0,0,0,0,0,1,0
0,6e4,28,0,0,2,2,-1,-1,20729,14486,12163,8891,1723,40276,3016,1e3,0,1723,40276,3e3,1,1,0,0,0,0,0,0,1,0
1,32e4,28,0,0,2,0,0,0,320635,313060,293055,269585,248093,239025,12500,22,11155,9100,8700,9183,1,0,1,0,0,0,0,1,0,0
0,32e4,29,0,0,0,0,0,0,34818,22718,9398,10222,13791,13498,1690,1500,1e3,3628,1041,1006,1,0,1,0,0,0,0,1,0,0
0,19e4,28,0,0,0,0,0,0,112039,114347,102229,83779,72666,63714,4600,4500,4e3,2900,2800,3e3,1,1,0,0,0,0,0,0,1,0
1,23e4,28,2,2,2,2,2,2,35610,38701,35043,35678,36730,35994,3706,0,1513,1730,2e3,9e3,1,0,1,0,0,0,0,1,0,0
0,31e4,29,-2,-2,-2,-2,-2,-2,594,235,5641,0,0,0,477,5648,0,0,0,2287,1,1,0,0,0,0,0,1,0,0
0,2e5,29,1,-1,0,0,-1,-1,0,928,1280,1675,97,138,928,1e3,1e3,97,138,0,1,1,0,0,0,0,0,0,1,0
0,2e5,29,0,0,0,-1,0,-1,65199,21489,0,1762,1768,860,6532,0,1762,6,1257,8308,1,1,0,0,0,0,0,0,1,0
0,2e5,28,0,0,0,0,0,0,50925,51519,53693,55506,63261,52979,2455,2629,2442,1e4,1502,1517,1,0,1,0,0,0,0,0,1,0
0,5e4,28,0,0,0,0,0,0,28157,28409,27589,27875,28539,29202,1430,1770,1446,1500,1500,1073,1,0,1,0,0,0,0,0,1,0
1,5e4,28,0,0,0,0,0,0,52775,54397,55328,42511,31032,34510,2500,2e3,2e3,5e3,4e3,3e3,1,0,0,1,0,0,0,0,1,0
0,5e4,29,0,0,0,0,0,0,44498,41897,17304,16544,14787,15975,4e3,4e3,2e3,3e3,3e3,3e3,1,1,0,0,0,0,0,0,1,0
0,24e4,29,0,0,0,0,0,0,187431,186968,187967,187731,188603,185252,8200,8e3,8e3,7025,6500,7e3,1,0,1,0,0,0,0,1,0,0
0,23e4,29,0,0,0,0,0,0,4827,5605,7719,7601,12140,16145,2e3,3050,5e3,5e3,5e3,5e3,1,1,0,0,0,0,0,0,1,0
0,15e4,30,-1,-1,0,0,-1,-1,35213,115041,135090,80085,35940,38460,115041,66066,2031,35940,38460,41154,1,0,1,0,0,0,0,1,0,0
0,15e4,30,0,-1,-1,-1,-1,-1,1499,1231,0,1872,0,113,1231,0,1872,0,113,0,1,0,1,0,0,0,0,1,0,0
1,6e4,29,2,0,0,0,0,0,58501,54932,85672,41483,19394,18893,2e3,1900,1572,1e3,700,668,1,0,1,0,0,0,0,0,1,0
0,5e4,31,0,0,0,0,0,0,19889,20451,20426,19894,20294,20145,1500,1600,1600,1e3,900,1e3,1,0,1,0,0,0,0,0,1,0
0,14e4,31,-1,-1,-1,-1,0,-1,277,19983,17685,36603,27886,7659,19983,17725,36621,0,7847,43467,1,0,1,0,0,0,0,0,1,0
0,3e5,29,-2,-2,-2,-2,-2,-2,-5478,-8584,-14998,10980,1123,4665,1220,33,30044,12,11493,4983,1,1,0,0,0,0,0,0,1,0
0,2e5,29,0,0,0,0,0,0,118296,94899,71050,68967,47951,45519,3900,3e3,3015,1600,1600,1400,1,1,0,0,0,0,0,0,1,0
1,43e4,29,2,0,0,0,0,0,75249,77754,79822,81859,83844,86082,3754,3322,3359,3344,3582,3623,1,0,1,0,0,0,0,0,1,0
0,6e4,29,0,0,0,-1,-1,-1,4134,3596,3801,694,531,531,1200,1e3,2694,531,531,681,1,0,1,0,0,0,0,0,0,1
0,17e4,29,-1,-1,-1,-1,-1,-1,1333,1359,886,1042,1577,1574,1359,886,1051,1577,1574,287,1,0,1,0,0,0,0,0,1,0
0,42e4,26,0,0,0,0,0,0,24434,22586,36569,28994,15159,9379,1500,28e3,1210,303,2e3,0,1,0,1,0,0,0,0,0,1,0
1,8e4,26,3,2,2,2,2,2,45088,46040,46998,47929,46860,51931,2e3,2e3,2e3,0,6e3,0,1,0,1,0,0,0,0,0,1,0
0,27e4,29,0,0,0,0,0,0,62516,48770,47846,39772,35143,44371,1854,1952,1418,5e3,14e3,2500,1,0,1,0,0,0,0,0,1,0
0,5e5,28,0,0,0,0,0,0,56437,58076,59534,51006,44360,34229,2357,2001,6620,6015,10001,4137,1,1,0,0,0,0,0,0,1,0
0,22e4,28,0,0,0,2,0,0,94311,95967,97995,97577,98583,99708,4319,5419,3e3,3501,3629,7442,1,0,1,0,0,0,0,0,1,0
0,18e4,24,0,0,0,0,0,0,100772,85185,77698,67459,52777,46337,3034,4031,2495,1556,1431,1293,1,0,0,1,0,0,0,0,1,0
0,5e4,23,0,0,0,0,2,2,34448,35545,36620,40767,41495,42377,1975,1950,5100,1700,1700,700,1,0,1,0,0,0,0,0,1,0
0,8e4,22,1,2,2,-1,-1,-1,6261,6170,4258,7032,6348,1606,1e3,0,7032,6348,1606,0,1,1,0,0,0,0,0,0,1,0
0,12e4,23,0,0,0,0,0,0,64049,65984,66825,68820,69776,71297,3e3,2500,3100,2700,2800,2800,1,0,1,0,0,0,0,1,0,0
0,1e5,42,-2,-2,-2,-2,-2,-2,2811,1055,8090,5524,4973,1e3,1055,8090,5549,4973,1e3,1e3,1,0,1,0,0,0,0,1,0,0
0,9e4,25,1,2,0,0,0,0,91830,89448,83949,47118,44942,45886,0,2549,1583,1444,1500,1511,1,0,1,0,0,0,0,0,1,0
0,16e4,24,0,0,0,0,0,0,160553,162449,157395,159178,121642,124347,6050,7771,7300,4163,4470,4609,1,0,1,0,0,0,0,0,1,0
0,23e4,25,0,0,0,0,0,0,50757,52906,54454,53457,55128,52788,3e3,3e3,2e3,2500,2500,2e3,1,1,0,0,0,0,0,0,1,0
0,6e4,28,0,0,0,0,0,0,37878,35511,28894,21556,21494,21838,3e3,2e3,1600,3e3,2800,0,1,1,0,0,0,0,0,0,1,0
0,3e5,26,2,-1,-1,0,0,-1,800,1946,2612,3408,1908,1108,1946,2612,1914,0,1108,530,1,1,0,0,0,0,0,1,0,0
0,14e4,29,0,0,0,0,0,0,129289,90352,85052,65758,46847,39777,3713,3546,2589,1960,1733,1379,1,0,1,0,0,0,0,1,0,0
0,6e4,29,0,0,0,0,0,0,23304,20517,20261,22832,24234,24928,3e3,3e3,3e3,2e3,2e3,2e3,1,1,0,0,0,0,0,0,1,0
0,36e4,29,-2,-2,-2,-2,-1,-1,0,1307,747,1707,792,1346,1307,747,1707,850,1346,0,1,0,1,0,0,0,0,0,1,0
0,1e5,29,-1,-1,-1,-1,-1,-1,3262,3262,326,6198,326,326,3262,326,6198,326,326,326,1,0,1,0,0,0,0,0,1,0
0,5e5,29,-2,-2,-2,-2,-2,-2,902,0,0,0,0,0,0,0,0,0,0,19440,1,0,1,0,0,0,0,0,1,0
1,28e4,30,2,0,0,0,0,0,18925,20223,15883,15547,14472,15086,1976,2e3,1600,1e3,1e3,1100,1,0,1,0,0,0,0,1,0,0
0,2e5,30,-1,2,-1,2,0,0,1877,1690,6314,6034,6034,2493,0,6314,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,27e4,30,0,0,0,2,0,0,25628,27880,35387,34524,36630,38871,3e3,8e3,0,3e3,3e3,2e3,1,1,0,0,0,0,0,0,1,0
0,17e4,29,-1,-1,0,-1,-1,-2,1380,9493,8794,2301,0,0,9533,5004,2301,0,0,7800,1,1,0,0,0,0,0,0,1,0
0,3e5,29,0,0,0,0,0,0,164437,140536,124802,80088,25283,12358,5100,6001,3500,705,3e3,2300,1,0,1,0,0,0,0,0,1,0
0,15e4,29,-1,-1,-1,-2,-2,-1,3850,227,0,0,0,1500,227,0,0,0,1500,1606,1,0,0,1,0,0,0,0,1,0
1,11e4,29,2,0,0,0,0,0,99876,72548,74379,75878,78503,80451,3e3,3e3,3e3,3500,3e3,3e3,1,0,1,0,0,0,0,0,1,0
0,15e4,30,1,-1,2,-1,-1,-1,6043,50,6527,2168,-7,1373,0,8589,2500,0,1380,0,1,1,0,0,0,0,0,0,0,1
0,5e4,27,0,0,0,0,0,0,49959,47675,48349,46192,45272,46230,2100,2426,2100,1600,2e3,1900,1,1,0,0,0,0,0,0,1,0
0,17e4,27,-1,-1,2,-1,-1,-1,356,1472,736,736,736,736,1536,0,736,736,736,736,1,1,0,0,0,0,0,0,1,0
1,5e4,28,2,2,2,0,0,0,45004,48119,42958,37812,15617,9625,3880,10,8656,1044,349,414,1,0,1,0,0,0,0,0,1,0
0,8e4,33,0,0,0,0,0,0,75564,77708,78888,80466,28186,28445,3406,3518,3558,1200,1100,1500,1,0,1,0,0,0,0,1,0,0
0,5e4,29,0,0,0,0,0,0,47425,48171,46466,47226,46917,47571,2100,2100,2105,2e3,1800,3500,1,0,0,1,0,0,0,1,0,0
0,56e4,28,-2,-2,-2,-2,-2,-2,2740,2740,2740,2740,1703,27802,2740,2740,2740,1703,27802,1500,1,0,1,0,0,0,0,1,0,0
1,15e4,28,2,0,0,0,0,0,89336,90337,84905,86814,73827,60284,4027,4004,5016,5004,3e3,5005,1,0,1,0,0,0,0,0,1,0
1,31e4,27,-1,-1,-1,-1,0,-1,1261,1261,1261,1651,390,390,1261,1261,1651,0,390,390,1,0,1,0,0,0,0,0,1,0
0,1e5,28,0,0,0,-1,-1,-1,14309,11226,13142,12280,938,796,1268,2184,38500,938,796,0,1,1,0,0,0,0,0,0,1,0
0,4e4,28,0,0,2,0,0,0,29195,32043,31250,31962,32752,33571,3650,0,1533,1322,1500,1221,1,0,1,0,0,0,0,1,0,0
0,29e4,28,0,0,0,0,0,-1,15042,28827,45913,44656,24692,7208,15e3,2e4,37092,2e4,7208,34e3,1,0,1,0,0,0,0,0,1,0
0,9e4,28,-2,-2,-2,-2,-2,-2,1944,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,5e4,29,0,0,0,0,-1,0,22120,14577,16275,23790,2250,2100,4e3,3096,12e3,2250,500,0,1,1,0,0,0,0,0,0,1,0
1,5e4,31,0,0,0,0,0,-2,47800,50725,53518,4199,0,0,3725,2364,2398,0,0,17324,1,0,1,0,0,0,0,1,0,0
0,23e4,29,1,-2,-1,-1,-1,-1,0,0,249,0,449,1530,0,249,0,449,1530,0,1,1,0,0,0,0,0,0,1,0
0,45e4,29,0,0,0,0,0,0,104457,68877,62223,65522,61413,63547,2489,2528,10179,10013,5183,5e3,1,1,0,0,0,0,0,1,0,0
0,8e4,29,0,0,0,0,0,0,70810,72231,73953,69366,57435,39322,3200,3501,2500,2e3,2e3,1e3,1,0,1,0,0,0,0,0,1,0
0,1e5,31,0,0,0,0,0,-1,91192,91305,103216,88782,35146,39849,4e3,15074,16197,13112,43122,43e3,1,0,1,0,0,0,0,1,0,0
0,14e4,31,0,0,0,0,0,0,3886,4906,5233,6206,7140,8161,1100,1500,1100,1e3,1100,1e3,1,1,0,0,0,0,0,0,1,0
0,18e4,25,0,0,0,0,0,0,175063,126801,96043,85554,77007,72461,5e3,5015,4e3,3e3,3e3,3e3,1,0,1,0,0,0,0,0,1,0
0,11e4,24,0,0,2,0,0,0,111863,111569,110768,110480,48708,47060,6001,5e3,5060,2e3,3e3,5e3,1,1,0,0,0,0,0,0,1,0
0,5e4,24,0,0,0,0,0,-2,2568,3589,4608,4919,0,0,1070,1089,1e3,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1e5,29,0,0,0,0,0,0,87018,75666,74709,76143,73327,147496,3267,3324,4220,2728,2800,2825,1,0,1,0,0,0,0,0,1,0
1,15e4,29,-1,0,-1,-1,2,0,1148,3019,100,802,802,702,2e3,100,702,0,0,0,1,1,0,0,0,0,0,0,1,0
0,6e4,27,0,0,0,0,0,0,60915,54738,47023,57554,27412,27829,2255,2469,25e3,1200,1008,1057,1,0,1,0,0,0,0,1,0,0
0,8e4,27,0,-1,-1,-1,-1,-1,20417,3061,7920,2830,3092,2315,3082,7932,2838,3112,2333,0,1,0,1,0,0,0,0,1,0,0
0,15e4,26,0,-1,-1,-1,-1,-1,7448,2089,174,640,2414,500,2089,174,640,2414,500,3158,1,1,0,0,0,0,0,0,1,0
1,3e4,27,0,0,0,0,0,0,30342,29337,29956,29782,27290,27865,1500,1485,2e3,1e3,1014,4413,1,1,0,0,0,0,0,0,1,0
0,15e4,26,0,0,0,0,0,0,205467,195764,197085,202517,56898,58262,6e3,6e3,6e3,5e3,2e3,2e3,1,1,0,0,0,0,0,0,1,0
0,23e4,28,0,0,0,0,0,0,65862,61532,37214,37680,33708,565,5e3,1954,1420,3708,565,0,1,1,0,0,0,0,0,0,1,0
0,36e4,31,-2,-2,-2,-2,-2,-2,9315,58319,48179,14702,20444,30833,58617,48426,14775,20559,30954,14905,1,1,0,0,0,0,0,1,0,0
0,4e5,30,0,0,0,0,0,0,30667,31160,23054,8453,10387,9222,5034,2086,2025,5006,543,1711,1,0,1,0,0,0,0,1,0,0
0,13e4,29,0,0,2,0,0,0,93761,100172,97727,98588,97129,98016,8901,0,3401,3509,3671,3240,1,1,0,0,0,0,0,0,1,0
0,16e4,28,-2,-2,-2,-2,-2,-2,316,1599,2328,1798,1e3,1442,1617,2378,1798,1e3,1442,0,1,1,0,0,0,0,0,0,1,0
0,39e4,28,0,0,0,0,0,0,60697,64440,67503,68566,65411,66597,5e3,5e3,5007,5e3,5e3,5e3,1,1,0,0,0,0,0,1,0,0
1,2e5,31,-1,2,2,-1,-1,-1,3707,3347,0,665,2846,6586,0,16550,665,2846,6586,3807,1,0,1,0,0,0,0,0,1,0
0,3e4,30,0,0,0,0,0,0,9211,9133,10165,11441,11479,11719,1154,1186,1462,500,400,434,1,0,1,0,0,0,0,1,0,0
0,5e4,31,-1,3,2,-1,2,0,780,780,390,2724,2183,2638,0,0,2724,0,1004,2032,1,0,0,1,0,0,0,0,1,0
0,18e4,31,0,0,0,0,0,0,69502,69878,71866,72140,60885,32397,2500,3300,2140,1885,4e3,95e3,1,0,1,0,0,0,0,0,1,0
0,2e5,32,0,0,0,0,0,0,148959,152810,159907,168200,148987,152224,6700,1e4,1e4,4183,4465,4352,1,0,0,1,0,0,0,0,1,0
0,18e4,32,0,0,0,0,2,0,151307,143025,140984,85948,80069,77462,6e3,6e3,8009,0,3e3,3e3,1,0,1,0,0,0,0,1,0,0
0,25e4,31,-1,0,0,0,0,-1,36439,30161,24326,13198,6686,9423,5e3,1298,1e3,134,9423,19346,1,1,0,0,0,0,0,0,1,0
0,18e4,29,-1,-1,-1,-1,0,-1,3900,222,906,6101,50372,1203,222,908,6101,48251,1207,4545,1,1,0,0,0,0,0,0,1,0
0,5e4,32,0,0,0,0,0,0,48971,38736,26945,27541,27689,28868,1754,1500,3038,976,2e3,1077,1,0,1,0,0,0,0,1,0,0
0,36e4,31,-2,-2,-2,-2,-2,-2,990,990,990,990,990,990,990,990,990,990,990,4970,1,0,1,0,0,0,0,1,0,0
0,5e4,30,-1,-1,-1,-1,-1,-1,1032,1464,1722,316,2615,2104,1464,1722,316,2615,2104,3379,1,0,0,1,0,0,0,1,0,0
0,15e4,31,-1,-1,-1,-1,0,-1,13701,12009,11985,24310,17280,36986,12013,12005,24322,6e3,37e3,25017,1,0,1,0,0,0,0,0,1,0
0,3e5,31,-1,-1,-1,-1,-1,-1,720,0,69190,0,686,2927,0,69190,0,686,2927,2995,1,1,0,0,0,0,0,0,1,0
0,13e4,24,0,0,0,2,0,0,76582,86333,91715,89245,90827,87779,12e3,7700,0,3001,3011,2816,1,1,0,0,0,0,0,0,1,0
0,3e4,22,2,0,0,2,2,2,15048,16795,18524,19923,19305,20994,2e3,2e3,2e3,0,2e3,0,1,0,0,1,0,0,0,0,1,0
0,7e4,25,0,0,0,0,0,0,31337,34439,25170,20921,18229,20915,4e3,3069,3e3,2e3,3e3,3e3,1,0,0,1,0,0,0,0,1,0
1,6e4,25,0,0,0,0,0,0,7885,9244,11082,12133,16891,17615,1500,2e3,1242,5e3,1e3,700,1,0,1,0,0,0,0,0,1,0
0,6e4,26,-1,2,-1,-1,0,0,4837,3642,6232,6444,3783,3219,0,6472,6444,3219,0,0,1,0,0,1,0,0,0,0,1,0
0,42e4,27,-2,-2,-2,-2,-2,-2,15e3,15e3,15e3,15e3,15e3,15e3,15e3,15e3,15e3,15e3,15e3,14996,1,0,1,0,0,0,0,0,1,0
0,22e4,29,-2,-2,-2,-1,0,0,2848,7146,4690,16331,77894,2576,7181,4714,16493,97910,0,4862,1,1,0,0,0,0,0,0,1,0
0,17e4,29,-1,0,0,-2,-2,-2,1e3,6e3,0,0,0,0,5e3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,5e5,29,-2,-2,-2,-2,-2,-2,5024,798,5921,2381,823,801,802,5950,2392,827,805,30435,1,0,0,1,0,0,0,0,1,0
0,1e5,31,0,0,0,-2,-1,-1,95160,94327,0,0,2743,1782,2e3,0,0,2743,1782,0,1,0,1,0,0,0,0,1,0,0
0,18e4,31,-2,-2,-2,-2,-2,-2,-23,5631,2771,390,0,0,5654,2771,390,0,0,999,1,1,0,0,0,0,0,0,1,0
0,36e4,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,2e5,29,-1,-1,-1,-1,-1,-1,779,860,496,2755,2048,2318,860,496,2763,2048,2318,3311,1,0,1,0,0,0,0,0,1,0
0,26e4,31,0,0,0,0,0,0,82156,83083,85346,87620,89566,91502,3611,3712,3800,3500,3400,3100,1,0,1,0,0,0,0,1,0,0
0,22e4,30,0,0,0,0,-1,-1,22959,37955,25741,17875,14639,27042,20066,1318,1102,14710,28087,1174,1,1,0,0,0,0,0,0,1,0
1,13e4,30,-1,-1,-1,-1,-1,0,1493,1492,1310,1310,2046,1574,1492,1310,1310,2046,574,1995,1,1,0,0,0,0,0,0,1,0
0,15e4,29,-1,-1,-1,-1,-1,-1,962,5868,15218,15965,9275,25321,5868,15283,15972,9275,25321,7350,1,1,0,0,0,0,0,0,1,0
0,28e4,33,0,0,0,0,0,0,266030,264176,267668,262905,260296,254023,12e3,12001,12e3,9510,10002,1e4,1,1,0,0,0,0,0,0,1,0
0,23e4,33,0,0,0,0,0,0,181532,187639,193252,200648,203103,207573,9e3,1e4,12e3,7130,7600,8100,1,1,0,0,0,0,0,0,1,0
0,27e4,29,0,0,0,0,0,0,39004,28963,23021,17934,13650,12864,1520,1719,1200,1e3,2e3,3022,1,0,1,0,0,0,0,0,1,0
1,23e4,28,-2,-2,-2,-2,-2,-1,355,0,916,0,0,8878,0,916,0,0,8878,800,1,1,0,0,0,0,0,0,1,0
0,7e4,29,0,0,0,0,0,0,22438,24055,25359,26434,26993,28551,2e3,2e3,1500,1e3,2e3,1500,1,0,0,1,0,0,0,1,0,0
0,5e5,29,-2,-2,-2,-2,-2,-2,2140,3919,3572,2749,2140,3109,3919,3763,2749,2140,3109,2140,1,0,1,0,0,0,0,0,1,0
1,22e4,29,0,0,0,0,0,0,206879,211037,215139,218513,131660,134346,9100,9e3,7887,4800,4900,6e3,1,1,0,0,0,0,0,0,1,0
0,26e4,30,0,0,0,0,0,0,66433,67134,67768,69033,70166,71377,2400,2496,2429,2599,2827,2050,1,0,1,0,0,0,0,1,0,0
0,28e4,29,-1,-1,-1,-1,0,-1,1939,333,779,8029,8040,2979,333,779,8029,11,3129,138,1,1,0,0,0,0,0,0,1,0
1,3e4,29,1,2,2,2,2,2,27705,28452,29693,30206,30309,28218,1500,2e3,1500,1044,0,2e3,1,0,0,1,0,0,0,1,0,0
1,8e4,30,3,2,0,0,0,0,82523,80586,80783,75115,49420,50677,0,4e3,3e3,1800,2e3,2e3,1,1,0,0,0,0,0,0,1,0
1,9e4,31,0,0,0,0,2,2,22259,23418,24443,26695,25967,26946,1838,1408,2660,0,1400,2e3,1,0,1,0,0,0,0,0,1,0
0,3e4,32,0,0,0,2,0,0,27395,25947,30473,27940,28397,29009,2e3,5303,0,1200,1200,1200,1,0,0,1,0,0,0,1,0,0
0,7e4,29,0,0,0,0,0,0,61217,62601,63990,64355,56195,43803,3e3,3e3,3e3,1900,1600,2600,1,1,0,0,0,0,0,0,1,0
0,13e4,29,0,0,0,0,0,0,130927,133658,132026,122804,121663,122032,7e3,5306,5e3,5e3,6e3,1e4,1,0,1,0,0,0,0,1,0,0
0,16e4,30,0,0,0,0,0,0,78623,65315,52890,50275,51337,53349,3e3,4e3,2500,2500,3e3,2800,1,1,0,0,0,0,0,0,1,0
0,32e4,29,-1,0,0,-2,-2,-2,2799,7932,0,0,0,0,7329,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
0,13e4,29,-1,-1,-1,0,0,0,790,390,99235,98080,97224,97940,390,99235,4368,3449,3713,3610,1,1,0,0,0,0,0,0,1,0
1,2e5,29,1,-2,-1,-1,-2,-1,0,0,35063,0,0,5799,0,35063,16720,0,5799,0,1,1,0,0,0,0,0,0,1,0
0,32e4,30,-2,-2,-2,-2,-2,-2,1259,5152,4257,-3,-3,670,5177,4278,0,0,673,11288,1,1,0,0,0,0,0,0,1,0
0,4e5,30,0,0,0,0,0,0,68835,60549,63047,65508,66954,68411,2600,3e3,3e3,2e3,2002,3020,1,0,1,0,0,0,0,1,0,0
0,1e5,29,0,0,0,0,-2,-1,27304,28537,32498,0,0,21648,2e3,4652,0,0,21648,9600,1,1,0,0,0,0,0,1,0,0
1,1e5,27,-1,2,-1,2,0,0,667,667,6637,6300,12300,0,0,6637,0,6e3,0,3022,1,0,1,0,0,0,0,1,0,0
0,2e4,27,0,0,0,0,0,0,14248,15703,17140,18127,18605,16351,2e3,2e3,1600,1030,1e3,1e3,1,0,1,0,0,0,0,0,1,0
0,3e5,30,0,0,0,0,2,0,251986,231773,225295,236540,168519,172674,11e3,11e3,17e3,0,7e3,12e3,1,0,1,0,0,0,0,0,1,0
0,24e4,30,-1,-1,-1,-1,-1,-1,17047,15188,11366,14231,11135,7774,15188,11366,14231,11135,7774,7785,1,0,1,0,0,0,0,1,0,0
0,35e4,31,-1,2,-1,-1,-1,-1,403,403,1351,4656,0,1190,0,1351,4677,0,1190,150,1,1,0,0,0,0,0,0,1,0
0,59e4,31,1,-1,-1,-1,-1,0,-154,240,244,-1469,925,3319,1e3,1026,0,3e3,3e3,2271,1,1,0,0,0,0,0,0,1,0
0,24e4,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,2e5,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,3e5,27,0,0,0,0,0,0,131760,132770,130595,132683,128557,125900,4700,4995,4516,4034,4088,3886,1,1,0,0,0,0,0,0,1,0
0,24e4,28,-1,0,0,0,-1,-1,5740,5639,3428,4634,4590,9675,1215,2e3,2e3,4590,9675,15e3,1,0,1,0,0,0,0,1,0,0
0,47e4,30,0,0,0,0,0,0,26549,25247,28019,27139,26923,28350,1420,5e3,1408,2e3,2e3,1e4,1,0,1,0,0,0,0,0,1,0
1,3e4,24,0,0,0,0,0,0,27276,26937,26679,27779,28691,29726,2e3,2500,2e3,2e3,2e3,2e3,1,0,0,1,0,0,0,0,1,0
0,1e5,24,1,-2,-2,-2,-2,-2,-78,-78,-78,-78,-78,-78,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,16e4,25,0,0,0,0,0,0,45835,45474,42601,33581,29827,19056,2e3,2e3,1400,600,0,0,1,0,1,0,0,0,0,0,1,0
0,39e4,30,0,0,0,0,0,0,7650,8500,4090,8342,7611,8018,3031,2010,6500,2e3,1e3,1e3,1,1,0,0,0,0,0,0,1,0
0,4e5,29,0,0,0,0,0,0,5074,4097,7716,12538,17305,22499,1097,3716,5e3,5e3,5668,7e3,1,1,0,0,0,0,0,1,0,0
0,12e4,28,0,0,0,0,0,0,20578,21742,23384,24268,24665,21833,2e3,2e3,1312,1009,1e3,1e3,1,1,0,0,0,0,0,0,1,0
0,2e5,28,-1,-1,-1,-1,0,0,8837,9491,3632,7673,5830,6890,9690,3632,7673,2530,6e3,6925,1,0,1,0,0,0,0,0,1,0
0,12e4,25,0,0,0,0,0,0,70282,71463,60364,70420,62549,47683,4e3,3e3,11299,1943,2e3,1684,1,0,1,0,0,0,0,1,0,0
0,13e4,25,0,-1,-1,-1,0,0,61223,4003,3223,23264,20582,18182,4003,3223,43264,2e3,1e3,2e3,1,0,1,0,0,0,0,1,0,0
0,29e4,26,-1,-1,-2,-1,-1,-1,32126,10823,5248,32307,28492,1799,10884,5275,32563,29143,1809,11384,1,1,0,0,0,0,0,0,1,0
0,21e4,26,0,0,0,0,0,0,78632,49707,37998,32062,27056,15955,2e3,2200,2008,2e3,5e3,5e3,1,0,1,0,0,0,0,0,1,0
0,24e4,28,1,2,2,2,0,-1,17868,188,2288,2100,405,1665,0,2100,405,0,1665,0,1,1,0,0,0,0,0,0,1,0
0,18e4,28,-1,-1,-1,-1,-1,-1,26e3,5480,5960,600,6800,12627,5488,5960,600,6800,12627,0,1,1,0,0,0,0,0,0,1,0
0,28e4,28,-2,-2,-2,-2,-2,-2,40683,1888,1592,1312,486,886,1888,1592,1312,486,1036,438,1,1,0,0,0,0,0,0,1,0
0,24e4,31,-1,-1,-1,-1,-1,-1,7414,2020,-9032,13756,0,3138,2020,1e3,23724,0,3138,367,1,0,1,0,0,0,0,0,1,0
0,35e4,32,0,0,0,0,2,0,260076,265242,271726,295642,283684,282575,9501,10766,29060,55,10104,9324,1,1,0,0,0,0,0,0,1,0
0,8e4,30,0,0,0,0,0,0,22113,21507,13207,13997,10914,10685,1600,1700,1400,200,1e3,0,1,0,1,0,0,0,0,1,0,0
0,2e4,31,1,-1,-1,-1,-1,-1,-19,3350,883,470,240,0,4540,883,470,240,0,0,1,0,1,0,0,0,0,1,0,0
0,21e4,32,0,0,0,0,0,0,44304,46255,50486,54019,58091,61630,3e3,5e3,5e3,5e3,4500,5e3,1,0,1,0,0,0,0,0,1,0
0,4e5,32,-2,-2,-2,-2,-2,-2,0,626,118,10349,2817,2410,626,118,10349,2817,2410,10715,1,0,1,0,0,0,0,0,1,0
0,2e5,29,-2,-2,-2,-2,-2,-2,8695,14323,44326,9353,11156,17725,14329,44452,9355,11156,17725,9289,1,1,0,0,0,0,0,0,1,0
